partNo,hsnCode,description,productGroup,category,uom,gstPct,piePrice,elgiPrice,reorderLevel,safetyStock,defaultBinId,notes
B003206870008,,STABILISOR PRO VALVE SV37,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,91873,98305,,,,
B003308170174,,AF EDC-1004240,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4143,4434,,,,
B003308170176,,AF BIG DP GAUGE - 1040682,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5088,5445,,,,
B003308170177,,O-RING-62X3 VITON-1612259131,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1067,1142,,,,
B003308170185,84213100,AF-MD-1220260100,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2098,2245,,,,
B003500990001,84149019,SUCTION DUCT ENCAP UPTO 15kW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1934,2070,,,,
B003506470001,40092200,SUCTION HOSE WITH ENDCUFF F2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5897,6310,,,,
B003506470004,40092200,"SUCTION HOSE WT ENDCUF EN53,73",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1649,1765,,,,
B003506740002,,SLEEVE INOX PIPE_400-100,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2114,2262,,,,
B003800170001,84811000,"VALVE, DCV, PUSH PULL, G1/4",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3091,3308,,,,
B003800180001,90261020,FLOW SWITCH 600 LPM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16186,17320,,,,
B003904620001,84213920,ProVent 200,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10691,11440,,,,
B004005480002,,AFTER FILTER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,41844,44774,,,,
B004100010001,84149019,777716-SEAL KIT 1-1/2 NRV -CV,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2610,2793,,,,
B004100170001,84818030,Non return Valve 1/8 inch,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1018,1090,,,,
B004100170002,84149019,"NON RETURN VALVE 1/8"" INCH",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1046,1120,,,,
B004101070001,84149019,CHECK VALVE,OFSAC Spares,OFSAC Spares,Nos,18,71058,,,,,
B004101070002,84149019,CHECK VALVE NH42,OFSAC Spares,OFSAC Spares,Nos,18,99105,,,,,
B004101070004,84149019,"CHECK VALVE 6 INCH,OLW4",OFSAC Spares,OFSAC Spares,Nos,18,180773,,,,,
B004101070005,84149019,CHECK VALVE 90A,OFSAC Spares,OFSAC Spares,Nos,18,45179,,,,,
B004105390001,84811000,NRV 1/2 F (VB42Q-NQ-5),EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,2126,2275,,,,
B004105480002,,NON RETURN VALVE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8562,9162,,,,
B004205480003,,DP TRANSMITTER WITH DISPLAY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,374976,401225,,,,
B004403900002,84213920,PRE FILTER (PF0037 A) GEM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7347,7862,,,,
B004405480004,84149019,MOISTURE SEPARATOR MS100,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14138,15128,,,,
B004405480005,84213920,"MOISTURE FILTER , 20 CFM",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8650,9256,,,,
B004406040001,84213990,MOISTURE FILTER 18CFM,OFSAC Spares,OFSAC Spares,Nos,18,13062,,,,,
B004406040002,84149019,MOISTURE FILTER KIT 18CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3479,3723,,,,
B004407090001,84212300,"WATER FILTER 1- 1/2"" (F) BSP",OFSAC Spares,OFSAC Spares,Nos,18,94382,,,,,
B004407090002,84213920,"WATER FILTER 1- 1/4"" (F) BSP",EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,58509,62605,,,,
B004407090004,84149019,WATER FILTER ELEMENT WI 159,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,37659,40296,,,,
B004407090005,84149019,WATER FILTER ELEMENT WI 225,OFSAC Spares,OFSAC Spares,Nos,18,41771,,,,,
B004507910001,,WEAR RING 15MM,OFSAC Spares,OFSAC Spares,Nos,18,1258,,,,,
B004507910002,,WEAR RING 20MM,OFSAC Spares,OFSAC Spares,Nos,18,1856,,,,,
B004606280001,84149019,OIL SIGHT GLASS G1/2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1411,1510,,,,
B004700460001,84213920,AIR FILTER KIT 400CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10934,11700,,,,
B004700460002,84213920,AIRFILTER 1200CFM W.OUT FLANGE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,27147,29048,,,,
B004700460004,,MTG CLAMP AIR FILTER 300 CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,864,925,,,,
B004700460005,84213920,AIR FILTER INTAKE NH42,OFSAC Spares,OFSAC Spares,Nos,18,26808,,,,,
B004700460007,84213920,AIR FILTER ASSY 180CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,17732,18974,,,,
B004700770002,84213920,AIR FILTER ASSY E18-E22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18376,19663,,,,
B004700770003,,AIR FILTER ASSY E30-E37,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15313,16385,,,,
B004700770004,84213920,AIR FILTER ASSY E45-E55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,21820,23348,,,,
B004700770005,84213100,AIR FILTER ASSY E11-E15,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18186,19460,,,,
B004700770008,48239090,AIR FILTER ASSEMBLY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2407,2576,,,,
B004700770014,84213100,AIR FILTER ASSY 1765 CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,84209,90104,,,,
B004700770015,84099199,90 DEG ELBOW CPLG-E11-E15,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2200,2354,,,,
B004700770016,39269099,90 DEG ELBOW CPLG-E18-E22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2617,2801,,,,
B004700770018,39269099,90 DEG ELBOW CPLG-E30-E37,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1029,1102,,,,
B004700770019,39269099,90 DEG ELBOW CPLG-E45-E55,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3945,4222,,,,
B004700770021,84213100,Air Filter Assy.90-110Kw,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,37256,39864,,,,
B004700770022,84213100,AIR FILTER ASSY.132-160Kw,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,34569,36989,,,,
B004700770025,84213920,F4-E75 KW AIR_FILTER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32082,34328,,,,
B004700770028,48239090,FILTER ELEMENT F6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18656,19962,,,,
B004700770029,48239090,FILTER ELEMENT F5,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18010,19271,,,,
B004700770031,48239090,AIR FILTER ELEMENT-F4-75KW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,21097,22574,,,,
B004700770033,84213920,AIRFILTER ASSYEN102 15 TO 30KW,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,6688,7157,,,,
B004700770036,84213920,AIR FILTER ASSY F6 OPEN TYPE,EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,26265,28104,,,,
B004700770037,48239090,AIR FILTER EG200-250,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,23533,25181,,,,
B004700770038,84149019,AIR FILTER(C30010) - F3 ALPHA,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10809,11566,,,,
B004700770039,48239090,AIR FILTER ASSY 530 CFM,EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,8160,8732,,,,
B004700770040,84211100,AIR FILTER ELEMENT OW4,EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,57886,61939,,,,
B004700770041,84149019,AIR FILTER ASSY EV 11-15,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14784,15819,,,,
B004700770042,84149019,AIR FILTER ASSY EV 18-22,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,15134,16194,,,,
B004700770043,84149019,SECONDARY ELEMENT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3369,3605,,,,
B004700770048,,"FILTER, WASHABLE 594X594X46MM",OFSAC Spares,OFSAC Spares,Nos,18,14829,,,,,
B004702940004,84213920,AIR FILTER - MS20 LB PET-25,RCD Spares,RCD Spares,Nos,18,11321,12114,,,,
B004703850003,,AIR FILTER ASSEMBLY 30CFM,RCD Spares,RCD Spares,Nos,18,1299,1390,,,,
B004704620007,84213920,AIR FILTER ASSEMBLY 1700 CFM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,77291,82702,,,,
B004704620010,84213920,AIR FILTER ASSY E30-E45 (F3),EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12634,13519,,,,
B004704620013,84149019,AIR FILTER ASSY 30-45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7816,8364,,,,
B004704620014,84149019,SAFETY FILTER 30-45,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2800,2996,,,,
B004705760003,84213920,"Closed Air Filter, EN73s",RCD Spares; EPSAC ROCD Spares,RCD Spares,Nos,18,2032,2175,,,,
B004705760004,84213920,"Closed Air Filter, EN53",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1804,1931,,,,
B004705760006,84213920,AIR FILTER ASSY E75 TR VE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,21447,22949,,,,
B004800490006,84213920,OIL FILTER ASSY 630LPM 10 MICS,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,31362,33558,,,,
B004800490007,,"MOF, HFR20-12SF-M074-G24(FLG)",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,12778,13673,,,,
B004800610004,84211999,"Oil Filter 25lpm, EN73s",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1017,1089,,,,
B004800610005,84213920,"Oil Filter, 10lpm, EN53",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,928,993,,,,
B004800770001,84212300,OIL FILTER ELEMENT-75 LPM,EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,2344,2509,,,,
B004800770003,84212300,OIL FILTER ASSY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3133,3353,,,,
B004800910002,84149019,"HEAD ASSY, SPIN ON BOF",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10753,11506,,,,
B00486250001,84213920,OIL FILTER SPIN ON TYPE,RCD Spares,RCD Spares,Nos,18,797,853,,,,
B004900520002,84832000,ROD END BEARING - PSF6,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,367,393,,,,
B004900520003,90262000,BALL JOINT MACHINED M5X0.8,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,310,332,,,,
B005000530002,84149019,SS WORM CLAMP JW6C13-44-60,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,330,354,,,,
B005000530003,84149019,SS WORM CLAMP JW6C13-54-70,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,122,131,,,,
B005000530005,84149019,SS WORM CLAMP JW6C13-99-115,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,291,312,,,,
B005000530008,73181500,SS T BOLT CLAMP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,442,473,,,,
B005000530016,,SS WORM CLAMP JW6C13-66-82,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,88,95,,,,
B005004300005,73269099,SS T BOLT CLAMP JT6A20-DIA213,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,249,267,,,,
B005004300011,73181500,SS T BOLT CLAMP DIA206-DIA221,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,563,603,,,,
B005100550020,,EM180KWNSF<415V50H4PIE3B35NC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1836734,1965306,,,,
B005100560097,,"EM15KWSF1.2400V50H4PB35IE2S,CE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,118715,127026,,,,
B005100560098,,"EM18.5KWSF1.2,400V50H4PB35IE2S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,149066,159501,,,,
B005100560100,,EM22KW 400V 2P 50HZ SF1.2 IE2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,177924,190379,,,,
B005100560122,,"EM2.2kW 415V,4P,50HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,38036,40699,,,,
B005100560190,,"EM160KWSF1.2,415V50H2PB35IE1S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1056766,1130740,,,,
B005100560206,,"EM37KWSF1.15,400V50H4PB35IE2S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,283354,303189,,,,
B005100560207,,"EM45KWSF1.2,400V50H4PB35IE2S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,386109,413137,,,,
B005100560208,,"EM55KWSF1.2,400V50H4PB35IE2S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,413982,442961,,,,
B005100560331,,"EM2.2KW,415V,50HZ,4P,IE2,B35",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32864,35165,,,,
B005100560339,,EM18.5 2P 400V 50HZ SF1.15 IE2,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,174585,186806,,,,
B005100560373,85015210,"EM75KWSF1.15,400V50H4PB35-IE3",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,636931,681517,,,,
B005100560374,85015310,"EM90KWSF1.1,415V50H4PB35-IE3",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,782516,837293,,,,
B005100560377,85015310,"EM160KWSF1.1,415V50H4PB35-IE3",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1719215,1839561,,,,
B005100560378,85015310,EM200KWSF1.1415V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1662419,1778789,,,,
B005100560379,85015310,EM250KWSF1.1415V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2125618,2274412,,,,
B005100560381,85015210,"EM22KWSF1.15,400V50H2PB35-IE3",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,205033,219386,,,,
B005100560417,85016200,"EM315KWNSF,415V50H2PB35IE3",OFSAC Spares,OFSAC Spares,Nos,18,2071405,,,,,
B005100560435,85015310,"EM160KWSF1.15,415V50H4PB35IE3S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1788631,1913836,,,,
B005100560436,,"EM37KWSF1.15,415V50H4PB35IE3SN",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,369703,395583,,,,
B005100560454,,"EM45KWNSF,415V50H4PB35IE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,492924,527429,,,,
B005100560458,85015310,"EM110KWSF1.1,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1078953,1154480,,,,
B005100560471,,"EM160KWSF1.2,415V50H2PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1681675,1799393,,,,
B005100560472,,"EM90KWSF1.1,400V50H4PB35IE3S,S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,669649,716525,,,,
B005100560474,85015310,"EM75KWSF1.15,415V50H4PB35IE3S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,681517,729224,,,,
B005100560490,85015310,"EM250KWSF1.1,415V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2100601,2247644,,,,
B005100560497,85015210,"EM22KWSF1.15,380V60H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,195298,208969,,,,
B005100560498,85015210,"EM55KWSF1.2,400V50H4PB35IE3NS",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,610843,653603,,,,
B005100560503,85012000,"EM37KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,384493,411408,,,,
B005100560504,85012000,"EM45KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,453831,485600,,,,
B005100560514,,"EM160KWSF1.15,415V50H4PB35IE4",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1907263,2040772,,,,
B005100560515,85015210,"EM55KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,489631,523906,,,,
B005100560516,85015210,"EM75KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,636931,681517,,,,
B005100560517,85015310,EM90KWSF1.1400V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1161182,1242465,,,,
B005100560518,85015310,EM90KWSF1.1415V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,812043,868887,,,,
B005100560519,85015310,EM110KWSF1.1400V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1498632,1603537,,,,
B005100560520,85015310,"EM110KWSF1.1,415V50H4PB35IE3S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1078953,1154480,,,,
B005100560521,85015310,EM132KWSF1.1400V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1186576,1269637,,,,
B005100560522,85015310,EM132KWSF1.1415V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,976556,1044915,,,,
B005100560523,85015310,EM160KWSF1.1400V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1719215,1839561,,,,
B005100560524,85015310,EM160KWSF1.1415V50HIE34PI,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1719215,1839561,,,,
B005100560532,,"EM55KWSF1.2,400V50H4PB35IE4S,V- SIEMENS MAKE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,763222,816648,,,,
B005100560533,85015120,"EM75KWSF1.2,400V50H4PB35IE4S,V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1075226,1150492,,,,
B005100560534,,"EM90KW,415V,50HZ,SF1.15,280M,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1217980,1303239,,,,
B005100560535,,"EM110KW,415V,50HZ,SF1.15,315S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1413805,1512772,,,,
B005100560537,85015310,"EM200KWSF1.15,415V50H4PB35IE4S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1794081,1919667,,,,
B005100560541,85015310,EM132KWSF1.2415V50HIE32PB35I,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1425741,1525543,,,,
B005100560542,85015310,"EM160KWSF1.1,415V50H2PB35IE3S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1700157,1819168,,,,
B005100560543,85015310,EM160KWSF1.2415V50HIE32PB35I,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1681675,1799393,,,,
B005100560544,85015310,"EM90KWSF1.2,400V50H2PB35IE3S,S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,897690,960529,,,,
B005100560545,85015310,"EM110KWSF1.1,400V50H2PB35IE3S,",OFSAC Spares,OFSAC Spares,Nos,18,1301041,,,,,
B005100560546,,"EM132KWSF1.2,400V50H2PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1584048,1694932,,,,
B005100560548,85015310,EM160KWSF1.2400V50HIE32PB35I,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2219725,2375106,,,,
B005100560552,85015310,"EM315KWNSF,400V50H2PB35IE3S,ST",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2150974,2301543,,,,
B005100560562,,"EM110KWSF1.15,400V50H4PB35IE4S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1479152,1582693,,,,
B005100560566,,"EM90KWSF1.15,400V50H4PB35IE4S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1217980,1303239,,,,
B005100560569,85015210,"EM55KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,531054,568228,,,,
B005100560570,85015210,"EM75KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,685674,733672,,,,
B005100560574,85015310,EM75KWSF1.15400V50HIE32PI,OFSAC Spares,OFSAC Spares,Nos,18,840736,,,,,
B005100560575,85015310,"EM132KWSF1.2,415V50H4PIE3B35NS",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1116048,1194172,,,,
B005100560582,85012000,"EM45KWSF1.15,400V50H2PB35IE3S-",OFSAC Spares,OFSAC Spares,Nos,18,481249,,,,,
B005100560583,85015210,"EM55KWSF1.15,400V50H2PB35IE3S-",OFSAC Spares,OFSAC Spares,Nos,18,692783,,,,,
B005100560617,85015210,"EM3.7KWSF1.15,400V50H2PB3IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,61863,66194,,,,
B005100560618,85015210,"EM5.5KWSF1.15,400V50H2PB3IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,68766,73580,,,,
B005100560619,85015210,"EM7.5KWSF1.15,400V50H2PB3IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,138289,147970,,,,
B005100560620,85015210,"EM11KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,133383,142720,,,,
B005100560621,85015210,"EM15KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,142584,152565,,,,
B005100560622,85015210,"EM18.5KWSF1.15,400V50H4PB35IE3",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,182777,195572,,,,
B005100560623,85015210,"EM22KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,196800,210576,,,,
B005100560624,85015210,"EM30KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,293574,314125,,,,
B005100560625,85015210,"EM37KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,369703,395583,,,,
B005100560626,85015210,"EM45KWSF1.15,400V50H4PB35IE3S,",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,444933,476079,,,,
B005100560627,85015210,"EM11KWSF1.15,400V50H2PB3IE3S,T",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,125573,134364,,,,
B005100560628,85015210,"EM15KWSF1.15,400V50H2PB3IE3S,T",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,144494,154609,,,,
B005100560629,85015210,"EM18.5KWSF1.15,400V50H2PB3IE3S",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,182777,195572,,,,
