partNo,hsnCode,description,productGroup,category,uom,gstPct,piePrice,elgiPrice,reorderLevel,safetyStock,defaultBinId,notes
18361273,85371000,"CNTRL PNL E22,S/D,400V,NII-F2",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,56939,60925,,,,
18361277,,"CNTRL PNL E22,400V,DR,NII-F2",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,64487,69002,,,,
18361341,,CP EG90 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,184248,197146,,,,
18361383,85371000,"CNTRL PANEL E75,400V,NII-VE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,161264,172553,,,,
18361387,85371000,CP EG30DV-45DV 380-440V 50/60H,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,61139,65419,,,,
18361393,,"Cntrl panel E45 TR,400V,50HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,144995,155145,,,,
18361394,,"CNTRL PANEL EP5.5,400V,50HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,16536,17694,,,,
18361395,,"CNTRL PANEL EP7.5,400V,50HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22785,24380,,,,
18361421,,CP EG30D 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,84488,90403,,,,
18361431,,CNTRL PANL EG30 400V50HZ NII,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,70998,75968,,,,
18361432,85371000,CNTRL PANL EG37 400V50HZ NII,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,88733,94945,,,,
18361433,85371000,CNTRL PANL EG45 400V50HZ NII,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,123520,132167,,,,
18361439,85371000,CP OF EG55 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,126209,135044,,,,
18361444,85371000,CP OF EG75 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,343974,368053,,,,
18361652,,"Cntrl Pnl E132SF,415V,TH,SH-AC",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,274017,293199,,,,
18361704,85371000,"CTRL PNL EG30-45 V,400V50Hz,NI",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,53562,57312,,,,
18361706,,CP OF EG75V 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,54668,58495,,,,
18361742,85371000,CTRL PANEL 30KW 400V 50Hz C EU,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,76507,81863,,,,
18361743,85371000,CTRL PANEL 37KW 400V 50Hz C EU,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,82531,88309,,,,
18361947,85371000,CP OF E45 TR/SKID 380-415V 50,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,145464,155647,,,,
18362081,85371000,C.P EG30-45V 380/440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,43319,46352,,,,
18362086,85371000,CP EE160 415V 50HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,352540,377218,,,,
18362199,85371000,CP EN30 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,51157,54738,,,,
18362255,,"Cntrl Panel E55,400V,NII-VE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,94355,100960,,,,
18362278,,"CNTRL PANEL E132,415V,NII-DOL",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,351210,375795,,,,
18362317,85371000,"Cntrl panel E11,400V,NII-VE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,46009,49230,,,,
18362318,,"Cntrl Panel E15,400V,NII-VE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32919,35224,,,,
18362320,,"Cntrl Panel E22,400V,NII-VE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,61803,66130,,,,
18362578,84149019,NEURON II CONTROLLER-KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,82109,87857,,,,
18362615,84149090,GASKET-NEURON,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,168,180,,,,
18362644,85365010,"CONTACTOR 10A,3RH21 31-1AP00",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1606,1719,,,,
18362658,85364900,"OLR,10-40A,3RB3026-1VBO",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10258,10977,,,,
18362661,85372000,"CTRL RELAY WAGO,230V,788-516",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1420,1520,,,,
18362668,,"PLC SYSTEM ML1400,AI-PV400",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,187922,201077,,,,
18362691,85361090,"12A,3RT20 17-1AB02 CONTACTER",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1788,1914,,,,
18362733,84149019,"WAGO Y/G TERMNL 281-107,4 SQMM",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,337,361,,,,
18362734,85381010,"WAGO TERMINAL 281-101,4 SQMM",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,24,26,,,,
18362735,84149019,WAGO FUSE TERMINAL 281-611,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,139,149,,,,
18362736,84149019,WAGO END STOPPER 249-117,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29,32,,,,
18362739,85365010,"CONTACTOR 10A,3RH21 22-1AP00",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2140,2290,,,,
18362740,85361090,"CONTROL RELAY 2C/O 788-516, 23",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1549,1658,,,,
18362741,84149019,"MJ81BK (110-240V AC),GIC MAKE",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4216,4512,,,,
18362769,,"CNTRL PANEL E90,415V,50HZ,110V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,302102,323250,,,,
18362771,,"CNTRL PANEL E75,415V,50HZ,110V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,280962,300630,,,,
18362782,85371000,"750VA TFR 0-460V/110V,24V",OFSAC Spares,OFSAC Spares,Nos,18,11940,,,,,
18362828,85369010,"MPCB 3RV20 11-1FA10, 3.5-5A",OFSAC Spares,OFSAC Spares,Nos,18,6861,,,,,
18362829,85365010,"MPCB 3RV20 11-1BA10, 1.4-2A",OFSAC Spares,OFSAC Spares,Nos,18,6604,,,,,
18362844,84149019,FANGUARD FOR ENCAP1PH P2207HBL,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1010,1081,,,,
18362862,,CNTRL PANL AB 37-45KW 380-440V,OFSAC Spares,OFSAC Spares,Nos,18,282830,,,,,
18362887,90328910,CONTROLLER BOARD NEURON XT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20330,21754,,,,
18362989,,"CNTRL PNL DRYER EG90-132,C/CV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,22426,23996,,,,
18362990,,"CNTRL PNL DRYER EG160,C/CV",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32258,34517,,,,
18363030,85371000,"CNTRL PANEL EN5.5,400V,50H,V3P",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,19193,20537,,,,
18363031,85371000,CP EG18 380/440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,42558,45538,,,,
18363055,85371000,"CP EG22 380V-440V,50/60HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,46778,50053,,,,
18363075,85371000,"CNTRL PNL EN7.5,V3,400V,50HZ,N",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29643,31719,,,,
18363117,84145930,"DIA. 350, SUCKER FAN HICOOL",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,8241,8818,,,,
18363151,85371000,"CNTRL PNL15KW,400V50HZEN73DO-N",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32834,35133,,,,
18363152,,"CNTRL PNL5.5KW,400V50HZEN73V3E",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,25272,27042,,,,
18363153,85371000,"CNTRL PNL7.5KW,400V50HZEN73V3E",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,29643,31719,,,,
18363261,85389000,"CP EG11-22V 380V-440V,50/60HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,31155,33336,,,,
18363264,,"CP EG11 380V-440V,50/60HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,33332,35666,,,,
18363265,85371000,"CP EG15 380V-440V,50/60HZ",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35825,38333,,,,
18363302,,WAGO CONNECTOR 284-901,OFSAC Spares,OFSAC Spares,Nos,18,100,,,,,
18363392,85371000,CNTRL PANEL EG22CD400V50HNIII,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,112997,120907,,,,
18363403,,CP EN11 NXT 380-415V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,20534,21972,,,,
18363408,85372000,CP EN30X NXT 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,65352,69927,,,,
18363417,,"STARTER TS03,230V,50H1PH",RCD Spares,RCD Spares,Nos,18,8075,8641,,,,
18363504,85371000,"CNTRL PNL EG11C,400V50H,NIII-F",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,41092,43969,,,,
18363505,85371000,"CNTRL PNL EG15C,400V50H,NIII-F",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35979,38498,,,,
18363506,85371000,"CNTRL PNL EG18C,400V50H,NIII-F",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,23684,25342,,,,
18363509,85371000,"CNTL PNL EG11-22CV400V50H,NIII",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,28086,30053,,,,
18363516,85371000,"CNTRL PANEL EG37C,400V50H,NII",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,87484,93608,,,,
18363517,85371000,"CNTRL PANEL EG45C,400V50H,NII",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,99800,106786,,,,
18363584,,PH OF EG132-160 380-440V 50/60,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,40345,43170,,,,
18363603,,CABLE FOR HOUR METER,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,228,244,,,,
18363610,,"CNTRL PANEL EE160,415V50H,110V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,218670,233977,,,,
18363637,85372000,"CNTRL PNL EG250CV,415V50HNIII",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,247345,264660,,,,
18363659,85372000,POWER HARNESS EG250 415V 50HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,88290,94471,,,,
18363679,85371000,CNTRL PANELEG26-30C380-440VF3A,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,81561,87271,,,,
18363722,,"CP EN15V,380-440V,50/60H",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,59431,63592,,,,
18363744,,P.H EG132-160 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,47026,50318,,,,
18363747,,P.H EG132-160V 380-440V 50/60,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,57275,61285,,,,
18363767,,"POWER HARNESS EN5,EN7 400V-VFD",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3687,3946,,,,
18363817,,CNTRL PNL EN11-15CV460V60H-NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,126808,135685,,,,
18363823,,CNTRL PANEL EN7CVNXT460V60H,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,149551,160020,,,,
18363863,,"CNTRL HARS EG200-250WC,460V60H",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,33988,36368,,,,
18363872,85371000,DANFOSS VLT CONTROL PANEL LCP,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,2908,3112,,,,
18363902,85371000,C.H EG200-250V WC 380-440V 50/,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,14816,15854,,,,
18363904,85371000,"CON.HAR. EG200-EG250,CV460V",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35699,38198,,,,
18363921,85371000,JUNCTION BOX - TS05 DUPLEX CO,RCD Spares,RCD Spares,Nos,18,3694,3953,,,,
18363929,85371000,C.P EG55D 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,124439,133150,,,,
18363934,85371000,C.P EG55 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,109805,117492,,,,
18363936,85371000,C.P EG55-75DV 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,82363,88129,,,,
18363937,85371000,C.P EG55-75V 380-440V 50/60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,50274,53794,,,,
18363938,85371000,C.P EG55 460V 60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,139022,148754,,,,
18363940,85371000,C.P EG55-75V 460V 60HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,81943,87680,,,,
18364005,85371000,CP EG75 380-440V 50HZ-EM90,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,158154,169225,,,,
18364067,85371000,"CNTRL PANEL EG110V,415V50H,110",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,208590,223192,,,,
18364091,,CP EG37-45 400-415V 50HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,99138,106078,,,,
18364136,84149019,IO MODULE ASSEMBLY,OFSAC Spares,OFSAC Spares,Nos,18,46096,,,,,
18364198,,NXT CONTROLLLER WIRING KIT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,4749,5082,,,,
18364204,85371000,CP EV22 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,44532,47650,,,,
18364215,,JUNCTION BOX HARNESS M009.PL,RCD Spares,RCD Spares,Nos,18,3783,4048,,,,
18364252,85371000,CP EV18 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,43937,47013,,,,
18364253,90309090,CP EV37 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,82355,88120,,,,
18364263,85371000,CP EV11-22V 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,28588,30590,,,,
18364268,90309090,CP EV30-45V 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,32696,34985,,,,
18364271,90309090,CH EV37-45V 400V 50HZ,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,1990,2130,,,,
18364315,,"P.H F3-37,380-440V,50H",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,5318,5691,,,,
18364342,85371000,CP EV15 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35605,38098,,,,
18364343,85371000,CP EV11 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,35605,38098,,,,
18364346,,CP EG26-30 380-440V 50/60HZ 1P,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,66223,70859,,,,
18364401,90309090,CP EV45 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,95219,101885,,,,
18364415,85362010,CONDOR PSW MDR3/16 OLR SKR3/10,RCD Spares,RCD Spares,Nos,18,6329,6773,,,,
18364416,85362010,CONDOR PSW MDR3/16 OLR SKR3/16,RCD Spares,RCD Spares,Nos,18,6329,6773,,,,
18364428,,CP EV30 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,68453,73245,,,,
18364458,,CONTROLLER BOARD N-XT RCD,RCD Spares,RCD Spares,Nos,18,18740,20052,,,,
18364491,,PNL-BASE ERTHCBL 70SQMM/1500MM,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3405,3644,,,,
18364527,,CP EV30V 400V 50HZ NXT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,31092,33269,,,,
18364572,90262000,MBS 3000 (-1 TO 1 BAR) PRESSU,OFSAC Spares,OFSAC Spares,Nos,18,6604,,,,,
18364573,90262000,MBS 3000 (-1 TO 3 BAR) PRESSU,OFSAC Spares,OFSAC Spares,Nos,18,6604,,,,,
18364574,85044090,NEURON-4 POWER SUPPLY,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,3524,3771,,,,
18364588,40169340,NEURON IV GASKET,EPSAC ROCD Spares; OFSAC Spares,EPSAC ROCD Spares,Nos,18,403,432,,,,
