partNo,hsnCode,description,productGroup,category,uom,gstPct,piePrice,elgiPrice,reorderLevel,safetyStock,defaultBinId,notes
415301441,84149019,WATER PIPE AC INLET NO.1,OFSAC Spares,OFSAC Spares,Nos,18,10886,11649,,,,Selling price derived at cost x 1.07
415301452,84149019,HOSE ASSY WATER IC INLET,OFSAC Spares,OFSAC Spares,Nos,18,28463,30456,,,,Selling price derived at cost x 1.07
415301481,83071000,HOSE ASSY WTR IC TO HEADER,OFSAC Spares,OFSAC Spares,Nos,18,29773,31858,,,,Selling price derived at cost x 1.07
415301484,84149019,WATER PIPE AC INLET NO2 NH42,OFSAC Spares,OFSAC Spares,Nos,18,10886,11649,,,,Selling price derived at cost x 1.07
415301485,83071000,HOSE ASSY WATER AC INLET NH42,OFSAC Spares,OFSAC Spares,Nos,18,30779,32934,,,,Selling price derived at cost x 1.07
415301486,84149019,HOSE ASSY WTR AC TO HDR NH42,OFSAC Spares,OFSAC Spares,Nos,18,42087,45034,,,,Selling price derived at cost x 1.07
415301492,84149019,"HOUSING, SILENCER OW3 M/C",OFSAC Spares,OFSAC Spares,Nos,18,56630,60595,,,,Selling price derived at cost x 1.07
415301495,,"PIPE, DISCH SILENCER OW3 M/C",OFSAC Spares,OFSAC Spares,Nos,18,20032,21435,,,,Selling price derived at cost x 1.07
415301498,,"HOUSING, SILENCER M/C",OFSAC Spares,OFSAC Spares,Nos,18,35749,38252,,,,Selling price derived at cost x 1.07
415301526,,PIPE AC TO MS NH20 HT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7204,7709,,,,
415301527,,DISCHARGE PIPE NH20 HT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,10530,11268,,,,
415301570,,PIPE ASSY AFTER COOLER INLET,OFSAC Spares,OFSAC Spares,Nos,18,17610,18843,,,,Selling price derived at cost x 1.07
415301578,84149019,"HOSE,WATER HEADER TO OC NE265",OFSAC Spares,OFSAC Spares,Nos,18,5571,5961,,,,Selling price derived at cost x 1.07
415301579,83071000,HOSE FLEX WATER O/C 2ND STAGE,OFSAC Spares,OFSAC Spares,Nos,18,8786,9402,,,,Selling price derived at cost x 1.07
415301580,84149019,HOSE FLEX WATER SS/FS NE265,OFSAC Spares,OFSAC Spares,Nos,18,5405,5784,,,,Selling price derived at cost x 1.07
415301581,84149019,"PIPE,WATER 1AB TO HEADER NE265",OFSAC Spares,OFSAC Spares,Nos,18,5095,5452,,,,Selling price derived at cost x 1.07
415301583,84149019,DISCHARGE SILENCER OW3,OFSAC Spares,OFSAC Spares,Nos,18,80704,86354,,,,Selling price derived at cost x 1.07
415301619,73049000,"PIPE ASSY., AC OUT OW3",OFSAC Spares,OFSAC Spares,Nos,18,22045,23589,,,,Selling price derived at cost x 1.07
415301620,,WATER HEADER OUTLET OW3,OFSAC Spares,OFSAC Spares,Nos,18,41268,44157,,,,Selling price derived at cost x 1.07
415301636,,OIL MANIFOLD3/8BSP EXT THD OW2,OFSAC Spares,OFSAC Spares,Nos,18,2823,3021,,,,Selling price derived at cost x 1.07
415301638,73049000,WATER HEADER INLET OW2,OFSAC Spares,OFSAC Spares,Nos,18,18094,19361,,,,Selling price derived at cost x 1.07
415301639,84149019,"OIL COOLER, OW",OFSAC Spares,OFSAC Spares,Nos,18,289396,309654,,,,Selling price derived at cost x 1.07
415301640,73049000,PIPE ASSY OC WTR INLET,OFSAC Spares,OFSAC Spares,Nos,18,12197,13051,,,,Selling price derived at cost x 1.07
415301641,73049000,PIPE ASSY OC TO II ND AB WTR,OFSAC Spares,OFSAC Spares,Nos,18,10095,10802,,,,Selling price derived at cost x 1.07
415301642,73049000,PIPE ASSY II AB WTR INLET,OFSAC Spares,OFSAC Spares,Nos,18,6584,7045,,,,Selling price derived at cost x 1.07
415301643,73049000,"PIPE ASSY., II AB TO I AB WTR",OFSAC Spares,OFSAC Spares,Nos,18,12616,13500,,,,Selling price derived at cost x 1.07
415301644,73049000,"PIPE ASSY., I AB WTR OUT",OFSAC Spares,OFSAC Spares,Nos,18,10504,11240,,,,Selling price derived at cost x 1.07
415301645,73049000,"PIPE ASSY., IC WTR INLET",OFSAC Spares,OFSAC Spares,Nos,18,6917,7402,,,,Selling price derived at cost x 1.07
415301646,73049000,"PIPE ASSY., IC WTR OUT",OFSAC Spares,OFSAC Spares,Nos,18,12898,13801,,,,Selling price derived at cost x 1.07
415301647,73049000,"PIPE ASSY ., AC WTR IN",OFSAC Spares,OFSAC Spares,Nos,18,17088,18285,,,,Selling price derived at cost x 1.07
415301664,,PIPE RELIEF VALVE TO OIL FILTE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,7343,7858,,,,
415301673,84149019,DISCHARGE SILENCER,OFSAC Spares,OFSAC Spares,Nos,18,39942,42738,,,,Selling price derived at cost x 1.07
415301674,73049000,"PIPE ASSY., AC WTR OUT",OFSAC Spares,OFSAC Spares,Nos,18,11119,11898,,,,Selling price derived at cost x 1.07
415301681,84149019,PIPE OIL DRAIN 1STAGE OW2,OFSAC Spares,OFSAC Spares,Nos,18,6773,7248,,,,Selling price derived at cost x 1.07
415301682,84149019,PIPE OIL DRAIN II STAGE OW2,OFSAC Spares,OFSAC Spares,Nos,18,3275,3505,,,,Selling price derived at cost x 1.07
415301684,73049000,WATER HEADER OUTELT OW2,OFSAC Spares,OFSAC Spares,Nos,18,20235,21652,,,,Selling price derived at cost x 1.07
415301687,84149019,PIPE DISCHARGE SERVICE,OFSAC Spares,OFSAC Spares,Nos,18,28884,30906,,,,Selling price derived at cost x 1.07
415301698,84149019,DOOR FRONT & REAR WITH LOCK,OFSAC Spares,OFSAC Spares,Nos,18,18390,19678,,,,Selling price derived at cost x 1.07
415301699,84149019,DOOR CENTER FRONT & REAR,OFSAC Spares,OFSAC Spares,Nos,18,18255,19533,,,,Selling price derived at cost x 1.07
415301700,,DOOR AIREND SIDE WITHOUT LOCK,OFSAC Spares,OFSAC Spares,Nos,18,17018,18210,,,,Selling price derived at cost x 1.07
415301701,,DOOR AIREND SIDE WITH LOCK,OFSAC Spares,OFSAC Spares,Nos,18,17741,18983,,,,Selling price derived at cost x 1.07
415301704,84149019,POST ASSY CORNER FRONT RH,OFSAC Spares,OFSAC Spares,Nos,18,30365,32491,,,,Selling price derived at cost x 1.07
415301706,,POST ASSY CORNER REAR LH,OFSAC Spares,OFSAC Spares,Nos,18,29352,31407,,,,Selling price derived at cost x 1.07
415301707,84149019,POST CENTRE FRONT LH&REAR RH,OFSAC Spares,OFSAC Spares,Nos,18,13542,14490,,,,Selling price derived at cost x 1.07
415301708,84149019,POST CENTRE FRONT RH& REAR LH,OFSAC Spares,OFSAC Spares,Nos,18,8785,9400,,,,Selling price derived at cost x 1.07
415301713,84149019,SUPPORT TOP FRONT&REAR CENTRE,OFSAC Spares,OFSAC Spares,Nos,18,4230,4527,,,,Selling price derived at cost x 1.07
415301715,84149019,IP POST,OFSAC Spares,OFSAC Spares,Nos,18,2235,2392,,,,Selling price derived at cost x 1.07
415301717,,DIFFUSER ASSY II STAGE OUTLET,OFSAC Spares,OFSAC Spares,Nos,18,13901,14875,,,,Selling price derived at cost x 1.07
415301718,84149019,SUPPORT TOP CONTROL PANEL SIDE,OFSAC Spares,OFSAC Spares,Nos,18,4085,4371,,,,Selling price derived at cost x 1.07
415301733,84149019,LOUVER BLOW OFF OUTLTET,OFSAC Spares,OFSAC Spares,Nos,18,1909,2043,,,,Selling price derived at cost x 1.07
415301734,84149019,SUPPORT TOP TRANSVERSE LH & RH,OFSAC Spares,OFSAC Spares,Nos,18,5675,6073,,,,Selling price derived at cost x 1.07
415301769,84149019,DUCT CONTROL POWER,OFSAC Spares,OFSAC Spares,Nos,18,4519,4836,,,,Selling price derived at cost x 1.07
415301832,84149019,HOSE ASSY - GC TO OP,OFSAC Spares,OFSAC Spares,Nos,18,8076,8642,,,,Selling price derived at cost x 1.07
415301834,84149019,HOSE ASSY - OC WATER INLET,OFSAC Spares,OFSAC Spares,Nos,18,9521,10188,,,,Selling price derived at cost x 1.07
415301835,,HOSE ASSY - OC TO II AB,OFSAC Spares,OFSAC Spares,Nos,18,11091,11868,,,,Selling price derived at cost x 1.07
415301881,,PIPE GEAR CASE VENT OW3,OFSAC Spares,OFSAC Spares,Nos,18,7271,7780,,,,Selling price derived at cost x 1.07
415301882,73011000,DIFFUSER ASSY II ST OUTLET OW3,OFSAC Spares,OFSAC Spares,Nos,18,20939,22405,,,,Selling price derived at cost x 1.07
415301895,,PIPE OIL DRAIN 1STAGE,OFSAC Spares,OFSAC Spares,Nos,18,8159,8731,,,,Selling price derived at cost x 1.07
415301896,73049000,PIPE OIL DRAIN II STAGE,OFSAC Spares,OFSAC Spares,Nos,18,2471,2644,,,,Selling price derived at cost x 1.07
415301898,,PIPE ASSY OIL PUMP INLET OW3,OFSAC Spares,OFSAC Spares,Nos,18,7071,7566,,,,Selling price derived at cost x 1.07
415301899,,PIPE ASSY OIL PUMP OUTLET OW3,OFSAC Spares,OFSAC Spares,Nos,18,3049,3263,,,,Selling price derived at cost x 1.07
415301910,,WATER HEADER INLET OW3,OFSAC Spares,OFSAC Spares,Nos,18,41627,44541,,,,Selling price derived at cost x 1.07
415301911,73049000,PIPE ASSY OC WTR INLET OW3,OFSAC Spares,OFSAC Spares,Nos,18,17094,18291,,,,Selling price derived at cost x 1.07
415301912,73049000,PIPE ASSY OC TO 2ND AB WTR OW3,OFSAC Spares,OFSAC Spares,Nos,18,20304,21726,,,,Selling price derived at cost x 1.07
415301913,73049000,"PIPE ASSY., IC WTR INLET OW3",OFSAC Spares,OFSAC Spares,Nos,18,12230,13087,,,,Selling price derived at cost x 1.07
415301914,73049000,PIPE ASSY 2AB TO I AB WTR OW3,OFSAC Spares,OFSAC Spares,Nos,18,19801,21188,,,,Selling price derived at cost x 1.07
415301915,73049000,PIPE ASSY I AB WTR OUT OW3,OFSAC Spares,OFSAC Spares,Nos,18,14823,15861,,,,Selling price derived at cost x 1.07
415301916,73049000,PIPE ASSY IC WTR OUT OW3,OFSAC Spares,OFSAC Spares,Nos,18,17765,19009,,,,Selling price derived at cost x 1.07
415301917,73049000,PIPE ASSY AC WTR IN OW3,OFSAC Spares,OFSAC Spares,Nos,18,22377,23944,,,,Selling price derived at cost x 1.07
415301932,84149019,DUCT BLOW OFF SILENCER OW3,OFSAC Spares,OFSAC Spares,Nos,18,11205,11990,,,,Selling price derived at cost x 1.07
415301960,73049000,PIPE ASSY II AB WTR INLET OW2,OFSAC Spares,OFSAC Spares,Nos,18,5164,5526,,,,Selling price derived at cost x 1.07
415301997,,"HOSE ASSY, WTR HDR TO OC",OFSAC Spares,OFSAC Spares,Nos,18,13561,14511,,,,Selling price derived at cost x 1.07
415301998,,HOSE ASSY WTR O/C OUT TO AB,OFSAC Spares,OFSAC Spares,Nos,18,18942,20268,,,,Selling price derived at cost x 1.07
415302001,40092200,HOSE OIL PUMP INLET,OFSAC Spares,OFSAC Spares,Nos,18,24126,25815,,,,Selling price derived at cost x 1.07
415302008,40092200,HOSE ASSY WTR AC TO HDR NH400E,OFSAC Spares,OFSAC Spares,Nos,18,35457,37939,,,,Selling price derived at cost x 1.07
415302009,83071000,HOSE ASSY WATER IC INLET NH400,OFSAC Spares,OFSAC Spares,Nos,18,24248,25946,,,,Selling price derived at cost x 1.07
415302026,73044100,DISCHARGE PIPE No.2,OFSAC Spares,OFSAC Spares,Nos,18,7035,7528,,,,Selling price derived at cost x 1.07
415302027,73044100,DISCHARGE PIPE NO.1,OFSAC Spares,OFSAC Spares,Nos,18,7660,8197,,,,Selling price derived at cost x 1.07
415302061,84149019,"HOUSING, SILENCER M/C OW1",OFSAC Spares,OFSAC Spares,Nos,18,36721,39292,,,,Selling price derived at cost x 1.07
415302072,84149019,MANIFOLD SOL/V 4 WAY -OW2-60Hz,OFSAC Spares,OFSAC Spares,Nos,18,7000,7490,,,,Selling price derived at cost x 1.07
415302102,,"PIPE ASSY.,IC WTR OUT-OW1",OFSAC Spares,OFSAC Spares,Nos,18,9405,10064,,,,Selling price derived at cost x 1.07
415302103,,"PIPE ASSY ., AC WTR IN-OW1",OFSAC Spares,OFSAC Spares,Nos,18,14072,15058,,,,Selling price derived at cost x 1.07
415302104,,"WATER HEADER INLET, OW1",OFSAC Spares,OFSAC Spares,Nos,18,29213,31258,,,,Selling price derived at cost x 1.07
415302105,,"PIPE ASSY OC WTR INLET, OW1",OFSAC Spares,OFSAC Spares,Nos,18,16887,18070,,,,Selling price derived at cost x 1.07
415302106,,"PIPE ASSY., IC WTR INLET, OW1",OFSAC Spares,OFSAC Spares,Nos,18,4351,4656,,,,Selling price derived at cost x 1.07
415302107,,"PIPEASSY OC - II ND AB WTR,OW1",OFSAC Spares,OFSAC Spares,Nos,18,15919,17034,,,,Selling price derived at cost x 1.07
415302108,,PIPE ASSY II AB WTR INLET OW1,OFSAC Spares,OFSAC Spares,Nos,18,12909,13813,,,,Selling price derived at cost x 1.07
415302109,,WATER HEADER OUTLET OW1,OFSAC Spares,OFSAC Spares,Nos,18,32413,34682,,,,Selling price derived at cost x 1.07
415302110,73041990,"PIPE ASSY., AC OUT, OW1",OFSAC Spares,OFSAC Spares,Nos,18,16785,17960,,,,Selling price derived at cost x 1.07
415302111,84149019,"PIPE ASSY., I AB WTR OUT, OW1",OFSAC Spares,OFSAC Spares,Nos,18,9938,10634,,,,Selling price derived at cost x 1.07
415302114,84149090,DIFFUSER II ST OUTLET M/C OW1,OFSAC Spares,OFSAC Spares,Nos,18,20246,21664,,,,Selling price derived at cost x 1.07
415302118,84149019,"PIPE ASSY., II AB TO I AB WTR",EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,18399,19687,,,,
415302119,73043119,PIPE ASSY HSG SLR TO CCVA OW1,OFSAC Spares,OFSAC Spares,Nos,18,6357,6802,,,,Selling price derived at cost x 1.07
415302163,84149019,HOSE ASSY OIL PUMP TO OC,OFSAC Spares,OFSAC Spares,Nos,18,5181,5544,,,,Selling price derived at cost x 1.07
415302170,84149019,DUCT BLOW OFF SILENCER OW1,OFSAC Spares,OFSAC Spares,Nos,18,10134,10844,,,,Selling price derived at cost x 1.07
415302172,84149019,LOUVER BLOW OFF OUTLTET OW1,OFSAC Spares,OFSAC Spares,Nos,18,7448,7970,,,,Selling price derived at cost x 1.07
415302181,,"PIPE ASSY OIL PUMP INLET, OW1",OFSAC Spares,OFSAC Spares,Nos,18,6667,7134,,,,Selling price derived at cost x 1.07
415302182,,"PIPE OIL DRAIN 1STAGE, OW1",OFSAC Spares,OFSAC Spares,Nos,18,6187,6621,,,,Selling price derived at cost x 1.07
415302183,,"PIPE OIL DRAIN II STAGE, OW1",OFSAC Spares,OFSAC Spares,Nos,18,6167,6599,,,,Selling price derived at cost x 1.07
415302252,,OIL SUCTION PIPE,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9219,9865,,,,
415302270,,AIR PIPING DS TO AC,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,13805,14772,,,,
415302272,,DISCHARGE PIPE NO.2 HT,EPSAC ROCD Spares,EPSAC ROCD Spares,Nos,18,9429,10090,,,,
415302333,,HOSE OIL PUMP TO OIL COOLER,OFSAC Spares,OFSAC Spares,Nos,18,6023,6445,,,,Selling price derived at cost x 1.07
415302349,84149019,PIPE ASSY I STG DISCHARGE OA2,OFSAC Spares,OFSAC Spares,Nos,18,27361,29277,,,,Selling price derived at cost x 1.07
415302416,84149019,IP POST OA2,OFSAC Spares,OFSAC Spares,Nos,18,2201,2356,,,,Selling price derived at cost x 1.07
415302498,,ADAPTOR II STAGE OA2,OFSAC Spares,OFSAC Spares,Nos,18,38981,41710,,,,Selling price derived at cost x 1.07
415302502,84149019,WATER HEADER OUTLET WOAC,OFSAC Spares,OFSAC Spares,Nos,18,41871,44802,,,,Selling price derived at cost x 1.07
415302519,,PIPE ASSY WTR OC IN,OFSAC Spares,OFSAC Spares,Nos,18,11699,12518,,,,Selling price derived at cost x 1.07
415302522,,PIPE OC TO RV NE31 HT,OFSAC Spares,OFSAC Spares,Nos,18,8579,9180,,,,Selling price derived at cost x 1.07
415302523,,PIPE RV TO OF NE31 HT,OFSAC Spares,OFSAC Spares,Nos,18,9119,9758,,,,Selling price derived at cost x 1.07
415302524,,HOSE ASSY GC TO OP NE31 HT,OFSAC Spares,OFSAC Spares,Nos,18,13494,14439,,,,Selling price derived at cost x 1.07
415302525,,PIPE ASSY OP IN NE31 HT,OFSAC Spares,OFSAC Spares,Nos,18,7614,8147,,,,Selling price derived at cost x 1.07
415302634,,HOUSING SILENCER M/C OW4,OFSAC Spares,OFSAC Spares,Nos,18,37451,40073,,,,Selling price derived at cost x 1.07
415302684,,CANOPY ASSEMBLY OW4,OFSAC Spares,OFSAC Spares,Nos,18,1090840,1167199,,,,Selling price derived at cost x 1.07
415302716,84149019,BOX BLOWOFF SILENCER ASSY OW4,OFSAC Spares,OFSAC Spares,Nos,18,95082,101738,,,,Selling price derived at cost x 1.07
415302721,,AIR FILTER HOLDER ASSY O,OFSAC Spares,OFSAC Spares,Nos,18,8637,9242,,,,Selling price derived at cost x 1.07
415302732,84149019,CENTER LOCK ROLLER HOLDER OW4,OFSAC Spares,OFSAC Spares,Nos,18,782,837,,,,Selling price derived at cost x 1.07
415302735,,OIL COOLER OW4,OFSAC Spares,OFSAC Spares,Nos,18,398425,426315,,,,Selling price derived at cost x 1.07
415302736,84149019,DIFFUSER ASSY OW4,OFSAC Spares,OFSAC Spares,Nos,18,15404,16483,,,,Selling price derived at cost x 1.07
415302737,,DISCHARGE SILENCER-OW4,OFSAC Spares,OFSAC Spares,Nos,18,182740,195532,,,,Selling price derived at cost x 1.07
415302739,,AIR OUT PIPE DISCHARGE SIL-OW4,OFSAC Spares,OFSAC Spares,Nos,18,28795,30811,,,,Selling price derived at cost x 1.07
415302743,84149019,ADAPTOR VENT PORT OW4,OFSAC Spares,OFSAC Spares,Nos,18,1760,1884,,,,Selling price derived at cost x 1.07
415302746,84149019,ADAPTOR RING OIL PUMP-OW4,OFSAC Spares,OFSAC Spares,Nos,18,18006,19267,,,,Selling price derived at cost x 1.07
415302761,,PIPE ASSY OC WTR OUTLET OW4,OFSAC Spares,OFSAC Spares,Nos,18,14160,15152,,,,Selling price derived at cost x 1.07
